Title,Entry
depresyon,yaşamdan kaçma hali midir?bir hastalık mıdır?kendine kurduğunuz ve dışarıdan kimseyi almak istemediğiniz bir dünya mıdır?peki neden çıkmak istemez insan?çıkamadığından mıdır?istemediğinden midir?
depresyon,"belki de en kötü yanı hayatınızda yaşadığınız kötü, travmatik, sizi üzecek olayların bir film şeridi gibi gözünün önünden geçmesidir. depresyon sürecinde kolay kolay mutlu anılarınız gözünüzün önünden geçmez, hep bardağın boş kısmını gösterir size depresyon. hayat her ne kadar mutlu ve mutsuz anlardan oluşsa da sadece negatif kısma yoğunlaştırır."
depresyon,"kendimi hatırlayamıyorum. 2 senedir bundan sık kullandığım bi cümle yoktur sanırım. sabrım, hevesim, sevincim kalmadı. yapmam dediğim ne varsa yaptım. asla dediğim ne varsa yaptım. hatalar yaptım, yapmaya devam ettim. bundan sonra düzelecek dedim, düzelmedi. lütfen artık düzelsin. kendimi hatırlamak istiyorum"
depresyon,"farklı çeşitlerini yaklaşık 20 yıldır aralıklarla yaşadığım hastalık/ruh hali.ruh halini de ekledim; çünkü bu basit bir hastalık olarak adlandırılmanın çok ötesinde bir şey. kısıtlanabilir bir durum değil.tavuş kuşunun kuyruğu gibi rengarenk, bir sürü desen ve şekli içinde barındıran abuk sabuk bir şey.adam gibi tanısını da yapamıyor doktorlar.size bir öneride bulunabilir miyim??eğer hayatınızın ilk travmalarındaysanız, melankoli ve depresyonla daha yeni yeni tanışıyorsanız hemen ama hemen gidin tedavi olun. ne kadar zaman/para alırsa alsın yapın bunu.çünkü eğer zamanında bunu yapmazsanız, kumbara gibi birikir travmalar. sıkıntılar, varoluşsal sorular, asosyallik halleri, öfke, korku, durağanlık, hiçlik vs. hepsi kumbarada birikir.biriktikçe de siz adına depresyon dediğimiz canavarınızı besler durursunuz. büyüdükçe büyür içinizde, artık kontrol edemeyeceğiniz boyutlara ulaşır. yani canavarı başı küçükken ezeceksiniz. yoksa benim gibi olursunuz.hayatımın hiçbir depresyon sürecinde kendime bu denli yabancılaştığımı hatırlamıyorum. yaşım da ilerliyor. kaldıramaz oldum ya.. yoruldum kendimden de, kafamdan da. (bkz: bilemiyorum altan bilemiyorum)hiç tanımıyorum şu an kendimi. ne yaptığımı, neden yaptığımı hiç bilmiyorum. öyle işte... neyse susayım artık ben. kendimle konuşmaya devam, sizi darlamayayım.ok.kib.bye"
depresyon,depresyon diye story atmak değildir ya da ilk sosyal medyadan haykırmazsınız mesela gerçekten depresyondaysanız. hani oturayım iki kavanoz nutella kaşıklayayım gibi bir şey de pek söz konusu değil. ışık görmek istememek perdeler hep kapalı kalsın arzusu. hayattan eli eteği çekmek kısaca. kendi mutsuz gerçekliğinize hapsolmak. eller soğuk olurken yüzü ateş basar ama renginiz ona rağmen solar. bakışlar boşlaşır. kafada ne kuruluyorsa onu kurmaya devam aynı filmi baştan sona tekrar tekrar oynat. şunu peşinen söyleyim ama etrafımdaki ciddi depresyonda olanlar o dönem psikoterapi ve ilaç desteği ile bu hastalıklarının üzerine düşmeselerdi şu an hayatta değillerdi büyük ihtimalle. popüler kültürün romantize ettiği ve basitleştirdiği şekliyle bir depresyon algısı doğru değil. işte yok efendim o üzüntüyü sonuna kadar yaşa içselleştir sonra derin nefes al ve sal o duyguyu özgürleş saçma sapan yok öyle bir dünya... zaten içselleştirdiğin ve çıkış göremediğin an sonu intihar. o nedenle etrafınızda böyle birileri varsa kolundan tutup doğru psikiyatra ardından iyi bir psikoloğa.
depresyon,"son zamanlarda içinde bulunduğumu düşündüğüm halet-i ruhiyye. hayattan hiçbir keyif alamıyorum, her şey çok boş geliyor. zaman zaten su gibi geçiyor ve ben bu hızdan rahatsızım ; çünkü hiç anlamlı geçmiyor günler, her şey sanalmış gibi geliyor bazen. çok tuhaf bir durum. hayatımı anlamlandıracak adımlar atmalıyım yoksa böyle bir ömür geçmez. benzer durumu yaşayanlara da tavsiye ederim.not : bu duruma osmanlıca efkâr-ı mütemadi adı verilmiş."
depresyon,mübarek bir hastalıktır.
depresyon,"geçen yıl yaşadıklarım, hissettiklerim ne olduğunu tanımlıyor sanırım. iyi ki bitti. iyi ki artık o gün hissettiklerime şaşırabilir hale gelebildim. ilaç, terapi ve kendi çabamla çıktım bu girdaptan.o günlerde şunları yazmışım:“sesler kafamda büyüyor. konuşmalar, makine uğultuları, ta uzaktan da olsa duyulan acı ambulans sirenleri, korna sesleri, çocuklarına bağıran annelerin, karılarına bağıran kocaların, anlaşılmak için kendini yırtarcasına ağlayan çocukların sesleri, tv'lerden hararetli, sözde tartışma programlarında gürleyenlerin boş boş konuşmaları, büyüyen, koca bir ses çığına dönüşen sesler…lüks bir lokantanın ışıltılı dünyasında kendini kaybedercesine konuşan, gülüşen, o akşam orada olduklarını ispatı kaygısı ile peş peşe selfie çektirenlerin sesleri. hareketler, hareketlilik. yapay olan ne çok şey var.yapay olan her şey daha belirgin artık gözümde. sanki özel bir tarayıcı takmış gibiyim duyu organlarıma. gözlerim, kulaklarım hepsini daha kolay seçiyor, algılıyor. insanlara güven duyabilecek miyim kolay kolay bundan sonrası emin değilim. söylenilenlerin, gördüklerimin ötesinde bir şeyleri görüyor, algılıyorum. bu beni insanlardan uzaklaştırıyor. kendimi yalnızlıkla ödüllendiriyorum. kaçışım bana ait. kimse ayırdında değil. arzu ettiğim de bu. üstüme gelmesinler. kabuğumda kalayım. bıraksınlar kırmayım.müzik için ölen ben böyle anlarda bayılma anında duyumsadığım “derin sessizliği” arıyorum. kafamın içinde sürekli konuşan sesim sussa biraz dursa istiyorum. durması sadece ölümle mi mümkün?uykumda da rüyalarımla didişiyorum.”"
depresyon,çıkılması çok güzel
depresyon,"sabah uyanıp akşam olsun da tekrar yatağıma gireyim diye beklemektir. insanlar sizden sürekli bir şey beklerler, siz yapamadıklarınız yüzünden iyice çıkmaza sürüklenirsiniz. uyumak için yatağınıza dönmek sizi bir şey yapmanızı bekleyen gözlerden kurtarır, tabi burada işin sırrı uyumak için kabul gören bir saatte yatağa dönmektir."
depresyon,sık sık içinde olduğum ve şu günlerde dibine vurduğum iğrenç ruh hali.
depresyon,"“akşam olsun da tekrar uyuyayım”demek değildir.“bu akşam yatayım da sabah umarım bir daha uyanmam” demektir depresyon...her uyandığın güne, lanet etmektir...her aldığın nefesi, ömründen giden zaman saymaktır...“şu an ölsem, umurumda değil” demektir...sizin “moda oldu da içiyorlar” dediğiniz ilaçlar bile işe yaramıyorken (hele ki majör depresyonda) şahsen benim halen daha kendimi bir yerden atmama engel olan tek işe yarar huyum, katır inadım ve sabrım...gerçi sabrım doldu taştı da... katır inadım hala sabit... sevgili majör depresyonum, beni öldürmeye çabalarken, katır inadım “ona inanma, diren!” demekle meşgul..."
depresyon,"insanı hayatı sorgulamaktan başka birşey yapmaz hale getirir. sürekli miskin,üşengeç,hiçbir şey yapmak istemezsiniz. özellikle geceleri uykunuz gelmez gündüzleri ise uyanmak istemezsiniz. derhal psikiyatri kliniğine başvurulması gerekir."
depresyon,"buraya en son 22 ekim 2020 de yazmışım. o günden bugüne iyileştiğimi yazmak isterdim ama daha derin battım. güzel adımlar armıştım hayatım için yeni kararlar almıştım birgün benim bile mutlu olabileceğime kendimi inandırmıştım. bam arkasına 15 gün içerisinde babamı kaybettim nasıl kaybettiğimi bile anlamadan. her şeyi yarım bırakıp gitti ve bende onun arkasından her şeyin ucunu bıraktım. yaşama isteğimi en başta. ama ölemiyorumda. ölmek ile yaşamak arasındaki o çizgi de araftayım. mutsuzum arkadaşlar en doğru tanım bu mutsuzluk. devam eden hiç bitmeyen bir mutsuzluk. nefes alamıyorum artık. kendimi bir kafeste hiç çıkılmayacak bir döngü de hissediyorum. dik yürüyemiyorum. saçlarım dökülüyor kilo veriyorum ağrılarım giderek artıyor. ve tuvaletimi bile yapamıyorum dakikalarca oturuyorum önce beynimde ki düşünceleri sakinleştirip odaklanmam gerekiyor. bazen deli gibi yiyorum bazen de hiç yemiyorum saatler süren mide bulantısıyla uğraşıyorum. sinirleniyorum bazen deli gibi ama bağırmaya ifade etmeye yorgunum. halim olmuyor. kabuslardan uyuyamıyorum. babamla kendi içimde hesaplaşamıyorum, kendimle hesaplaşamıyorum, hayatla hesaplaşamıyorum. bazen hayata vericekli bazen de alacaklı çıkıyorum. tedavi olmam gerektiğinin bir yardım almam gerektiğinin farkındayım artık ama bunun için bile yorgunum. depresyondayım sanırım belki de bu yaşadıklarım depresyon değildir bilmiyorum. ben artık hiçbir şeyi bilmiyorum."
depresyon,"depresyon kişinin kötü duygularına veya kafa karışıklığına verilen genel bir tanımlama olayı değildir. depresyon kişinin, hissettiği duyguları yanlış algı süzgecinden geçirmesidir; sahip olduğu anlık bilincin alışkın olunmayan hissleri yanlış yorumlamasıdır. eğer bu duygular doğru algı süzgecinden geçirilirse saf mutluluğa açılan kapı aralanmış olur. daha sade anlatmaya çalışayım.kendini kötü hissettiğin zamanlar seni rahatsız eden düşüncelerin veya hislerin, gerçekten kötü ve hissedilmesi hoş olmayan duygular olduğundan nasıl bu kadar emin olabilirsin? yani, kapını zorlayarak içeri girmeye çalışanın, mutluluk mu yoksa kötü düşünceler mi olduğunu içeri girmesine izin vermezsen nasıl görebilirsin? sandığın şekilde delirmek sadece bir mitten ibarettir. belki de kapıyı ardına kadar açmanın vakti geldi de geçiyor bile."
depresyon,sabahleyin tekrar yatmak için uyanmaktır.
depresyon,"tamamlayıcı parçam gibi, yokluğunda kuşkulanıyorum sorun ne acaba diye:)"
depresyon,ikea gibi mübarek. çıkması biraz sorun oluyor. ps. beyaz tavşanı takip etme.
depresyon,"türk insanının ortak sorunu.gözlemlediğim kadarıyla türkiye'de depresyonda olmayan insan belki nüfusun yüzde onu ancak vardır. çocuk, ihtiyar, kadın, erkek, zengin, fakir, hepimiz depresyondayız, herkes durumunun farkında değil yalnızca."
depresyon,sürekli düşüşte olma halleri. benim planım ile ilahi planın uyum göstermediği zamanlarda başıma gelen durumdur.
depresyon,saatlerce travis luv'u dinlendiren duygudurumu
depresyon,çocukluktan bu yana saklanan (ya da taşınan) bir oyuncak.
depresyon,"sanıldığının aksine, ruhsal değil toplumsaldır.ayrıca bkz: erdoğan özmen - depresyon politik bir sorundur çünkühttps://birikimdergisi.com/…itik-bir-sorundur-cunku"
depresyon,"berbat bir illet. iki kez depresyon yaşadım. ilki orta seviyedeydi, ilaçsız atlattım. ikincisinde durumum çok ağırdı. bir dönem merhaba bile diyemiyordum. depresyonunuz ağır da olsa, hafif de olsa mutlaka bir psikyatriste görünmelisiniz ve ilaç almalısınız. ilaç aldıktan sonra how i met your mother, modern family ve the office gibi komedi dizilerini izleyerek ruh halinizi iyileştirebilirsiniz.depresyonları iyi ki geçirmişim. şu an kaya gibiyim ve depresyonlara çok şey borçluyum. depresyonlar beni çok güçlendirdi. sizi de güçlendirecek. kafanıza takmayın."
depresyon,"böyle kesif bir şey bu,tatmayan bilmeyebilir, ve dedereceleri vardır hani, tadanı dabazen kavramaz.başkasına öfkeleneceğine,kendine öfkelenmek,ve agresifçe, kendi benliğininyasını tutmak, da denir.sen tembel değilsin, ne de bakımsızsın.sorumluluklarını yerine getirmekten aciz, hiç değilsin.bu sadece, bir el kuruması,bir şey gelmemesi acıdan nasırlaşmış ellerden."
depresyon,"öyle bir illet ki, hayattan aldığın zevki sıfırın altına indiriyor. çaresini bilen de yok. varsa yoksa ilaç ama o da çare değil."
depresyon,"sanırım bir süredir içindeyim. nasıl çıkılır, ya da depresyonda olmayan var mıdır bu ara bilemiyorum..."
depresyon,"depresyon her ne kadar modern bir hastalık olarak kabul edilse de tarihte tanımı ilk defa hippokrates tarafından yapılmıştır. hippokrat bu durumu kara safra fazlalığı ile açıklamıştır. depresyon toplumun geniş kısmında görülebilmektedir. genel itibariyle, yaşamla bağın zayıflaması ve işlevselliğin bozulması olarak belirtiler göstermektedir. modern psikolojinin öncülerinden olan freud depresyonu, kişide kaybedilmiş bir sevgi nesnesi olarak açıklar. depresif kişinin egosu kaybedilen nesne ile özdeşleştirilmiştir. depresyon tedavi edilmediği taktirde, depresif kişide (bkz: melankoli), (bkz: özyıkım) ve hatta (bkz: öz kıyım) gibi sonuçlar doğurabilmektedir."
depresyon,"uçsuz bucaksız bir denizde yüzmeye benzer. bazen küçük adacıklar görürsünüz, oraya çıkarsınız ve bir süreden sonra sonsuza kadar orada duramayacağınızı anlayıp soğuk sularda çaresizce bir sonraki adacığa yüzersiniz. işin kötü tarafı ise, her adaya çıktığınızda bu sefer kurtulduğunuzu düşünmenizdir."
depresyon,"poşet gibi hissettirir.marketten alınmış, kullanılmış eski bir poşet,sonradan bir çöp poşeti olmuş...içime tencereden kazıdıkları yanık yemeği atmışlar en son...feci kokuyorum, acı acı... sonra benim ağzımı bağlıyorlar koku çıkmasın diye.hapsoluyorum içeride.en sonunda da üzerime bir poşet daha geçiriyorlar koku çıkmasın diye. iyice nefessiz kalıyorum. ne koku ne ışık ne de ümit kalıyor...kronik depresyonda ise üzerime defalarca poşet geçirilmiş gibi oluyor. çevremden öyle izole, öyle karanlıklar içinde ve öyle pis hissediyorum her seferinde."
depresyon,"bedenin ne kadar uzağa giderse gitsin aklın hep aynı kalır. yıllardır hayalini kurduğum avrupada olup ağlayarak bu entriyi giriyorsam vardır bi yanlışlık.tanım: geçmesi aylar, yıllar alan zıkkım."
depresyon,yardım edin nasıl içinden çıkabilirim. terapi alabilecek maddi gücüm yok ve nasıl yeneceğimi bilmiyorum. hayat enerjim yok hayattan beklentim yok. kendi kendimi nasıl iyileştirebilirim. psikiyatriye gittim sadece ilaç yazıp gönderiyorlar o ilaçlarda anca günü kurtarıyor. kalıcı olarak iyileşebilmek için ne yapmam gerekiyor sözlük. dardayım yalanım yok...
depresyon,"öyle garip bir ruh halidir ki hayatındaki iyi şeyleri görür, mantığınla takdir eder ama haz alamazsın. arkadaşlarına aslında minnettarsındır ama yaptıkları hiçbir şey senin iyi hissetmeni sağlamaz. doğum günün sanki harry potter'ın privet drive'da geçirdiği lanet günlerden biridir, mektup gelmeden önce nasıl hissettiğini anlarsın. yaşıyorsundur, hayat devam ediyordur ama sanki sadece ve sadece izlemektir yaptığın. onca ilaç, bir gayret terapi, olumlamalar... hepsi boşa gitmektedir. aslında yaşamasan daha mı iyidir?"
depresyon,"insanların girmekten korkup, köşe bucak kaçarken şekilden şekile girip karakterlerini kaybettiği doğal oluşum.gir kardeşim korkma bu kadar somurtmaktan, söz sevileceksin yine, yalnız kalmayacaksın, sakinleş."
depresyon,"depresyondayım diyen çoğu kişi aslında depresyonda değil. bir teşhis mi konulmuş? hayır, sadece canları sıkılıyor, üç beş kötü olay yaşıyorlar, depresyondayım diyorlar. depresyon öyle bir şey değil."
depresyon,"daha beterleri de vardır tabii ama bakmayın depresyonunuzla yaşayın falan diyenlere.medikal destek almak; utanılacak ya da küçük düşürecek bir şey değildir.iyi bir psikiyatri uzmanı gerçek anlamda insanın hayatını değiştirip bazı şeyleri rayına koymasına yardımcı olabilir.ben obsesif kompulsif bozuklukla mücadele ediyorum, bu rahatsızlık da depresyonla çok iyi geçiniyor maalesef.her zaman güçlü olmak ya da sürekli kendinize bazı şeyleri telkin etmek zorunda değilsiniz.her insanın hayatında kendine özel zor dönüm noktaları olur bence depresyon mücadele edilip üstesinden gelinirse yeniden doğuş demektir.bunun bilincinde olup mücadele etmek her zaman en doğrusu zannımca."
depresyon,"freud depresyonun, öfkenin içe dönmesi olduğunu söylemektedir. beck ise, depresyonun negatif düşüncelerden geldiğini söylemektedir.duygu odaklı terapiye göre ise depresyon, kendine karşı nefretten gelmektedir.yapılan bir çalışmada boş sandalye konularak danışanın karşısına çift sandalye tekniği kullanılmıştır. danışana ""beş dakika kendisinizi suçlayın"" yönergesi verilmiştir. sonra diğer sandalyeye geçerek ""beş dakika da buna karşılık verin"" denilmiştir. yüzünde ve sesinde nefret ve aşağılama ifade eden insanların, çok daha depresyonda oldukları fark edilmiştir. yani negatif duyguya eşlik eden nefret önemlidir."
depresyon,(bkz: majör depresyon)
depresyon,"filozofa göre depresyonun asıl sebebi can sıkıntısıdır. peki can neden sıkılır ?aristotelese göre hayat devinimdir. yani hareket sağlıklı bir insanın olmazsa olmazıdır. örnek vermek gerekirse boş boş oturup bir şeylerle uğraşmayan insanın oturduğu süre boyunca bütün organları çalışmaya devam eder. kalp pompalamaya, akciğerler nefes alışverişine, karaciğer kanı süzmeye, sindirim sistemi enzimlemeye vs. sürekli dinamik bir şekilde çalışmaya devam eder. ee tabi aşağısı bu kadar çalışırken yukarısı yani operatör yani beynimiz bu işleyişe ayak uyduramazsa ne olur, senkronize olamazsa ne olur ? elbette aşağıdan yukarıya negatif enerji pompalanır. işte bu negatif enerji zihinde boşluklara, duraksamaya yani can sıkıntısına yol açar. bu yüzden günlük zihin beden veya ruh beden uyumunu sağlamak için durmak yerine aktif bir hayat sürmek can sıkıntısının dolayısıyla depresyonun en büyük ilacıdır. haydi kalk ayağa bir yürüyüşe çık bakalım..."
depresyon,"buraya yazıp kendimce bir şeyleri görmek istedim çünkü şu an için daha iyi bir seçeneğim yok.yaklaşık dört ya da beş aydır hayattan herhangi bir zevk almıyorum. bu zaman diliminden önce de aynı şekilde hissediyordum ancak son birkaç ayda hayatımı normal bir şekilde sürdürmeme engel olacak kadar sık yaşıyorum bunu.hayatla ilgili herhangi bir beklentim ya da isteğim yok yalnızca günlerin birbiri ardına devrilmesini izliyorum. uyanıp gözlerimi açtığımda yataktan çıkacak bir gerekçe bulamıyor ve bir süredir bulmaya da çalışmıyorum.içinde bulunduğum duygu durumunu çevremdeki insanlardan mümkün olduğunca gizliyorum, cesaretimi toplayıp kendimi ifade etmeye çalıştığımda alacağım cevapları bildiğimden konuşmaları başlatan taraf olmaktan hoşlanmıyorum zira bu yalnızca sonunu bildiğim bir romanı okurken meraklanmaya çalışmak kadar boş ve anlamsız geliyor.bir iki yıl önce büyük bir zevkle yaptığım şeylere şimdi göz ucuyla bakıyor onları kendimi ayağa kaldıracak kadar önemli göremiyorum. geleceğime dair planlar yapmaya çalışırken kafamda tutabildiğim yegane şey kaç sene daha yaşayabileceğim oluyor ve bu zaman giderek azalıyor gibi hissediyorum. günün en çok rüya gördüğüm kısmını seviyorum. rüyalarımda nasıl hissedersem hissedeyim o duyguları yaşayabiliyorum. olduğum yerden kalkıp insanlarla iletişim kuruyor ve bundan mutlu olabiliyorum. vücudum yürüyecek gücü bulabiliyor ve her zaman olmasa da bazı anlarda huzuru tadabiliyorum. bununla paralel olarak günün en sevmediğim kısmı da rüyadan uyandığım an oluyor. uyanınca gözlerimi kapadığım, kapısı her an kilitli odamda buluyorum kendimi. uzun zaman sonra samimi hislerimin olduğunu tüm o anların gerçek olmadığını anlayarak gözlerimi kapatıyor ve tekrar uyumaya çalışıyorum. ve vücudum tam da en çok ihtiyacım varken uyumayı reddediyor."
depresyon,"insanı kendini tanıyamaz duruma getirir. ne istediğini bilemezsin. hiçbir şey yapmaya enerjin olmaz, hiç kimseye tahammülün kalmaz. kendinden nefret ettirir. mevsimsel geçişlerde iyice ağzına sıçar. yemek yedirtmez, uyutmaz, uyanmana izin vermez, oturtmaz, okutmaz, film izletmez, müzik dinlettirmez. hayatını bir parazit gibi ele geçirir. seni sana küstürür. kendinle sürekli kavga ettirir. değersizliğin dibini görürsün de çıkmak istersin... ama nafile. çünkü o karanlık eller seni öyle bi dibe çeker ki ışığı bile unutursun. bir zamanlar yüzüne vuran o ışıkla beraber suratına yayılan gülümseme histerik bi kahkahaya dönüşür. umarım ışığı görmeme az kalmıştır çünkü benim daha fazla dayanacak gücüm kalmadı. yalandan yaşıyorum işte. her ay düzenli doktorlara para veriyorum beni sevenler endişelenmesin diye, her şeyin yolunda olduğuna inansınlar ve bu konuda bana tavsiye vermesinler diye. keşke ameliyatı olsa diyor insan ya da aşısı. olayım ve bitsin."
depresyon,"neredeyse 3 yıl önce şunları yazmışım depresyonla alakalı; (#81554468).upuzun, zorlu, geri alınamayan 3 yıl. depresyon hayatıma gireli toplamda 8 yıl olmuş. bu sürede ilaç da kullandım, terapi de gördüm... hatta bir noktada intiharı bile denedim. benliğim depresyonla şekillendi, ürettiğim ve tükettiğim her şey depresyonla bağdaştı. bir dönem öyleydi diyelim en azından. ""bir yandan 30 yaşı göremeyeceğimi hissediyorum, bir yandan da mutluluk için uğraşıyorum."" demiştim o zaman. üstelik bunu gerçekten inanarak söylemiştim. içinde olduğum karanlık oldukça yoğundu ve insan bir kez o karanlığa düşünce asla çıkamayacakmış gibi hissediyor. ha, şu an çıktım mı bilmiyorum. net bir şekilde hayır diyemiyorum. yine de çok şey değişti, bundan eminim.düşüncelerim değişti mesela. artık mutluluğu aramıyorum, arayışın çoğunlukla sonuçsuz kaldığını biliyorum. sonuçsuz kalıyor, çünkü aslında bulacak bir şey yok. elde edilecek bir olgu değil mutluluk. bir başka deyişle mutluluğun bir sonuçtan ziyade bir süreç olduğunu öğrendim. diğer tüm süreçler gibi zor aynı zamanda. asla bitmiyor, asla sonlanmıyor.sadece mutluluk da değil tabii, duyguların tamamı. bunu da artık daha iyi anlıyorum. karşıtlıklardan oluşan bir bütünüz ve hayatın devinimsel yapısı bizi farklı uçlar arasında savuruyor. bu döngüsel akış geçmişten de gelecekten de besleniyor, ama mutlaka şu andayız. andayız yani varlıktayız, varız. bizi ilgilendiren kısmı da bu, var olan hiçbir şey şu andaki nitelikleriyle var olmaya devam etmeyecek. sadece bir saniye sonrası bile var olanın tüm doğasını değiştirebiliyor. önemli olan da varlığın bu değişken doğasını kabul etmek. ""depresyonla varlık ne alaka şimdi?""hani o insanı bir robota dönüştüren, duvarları hayatın kendisinden daha ilgi çekici kılan, sıklıkla mizahını yaptığımız o varoluşsal krizler var ya. hah, işte onları diyorum. varlık kendini en çok yokluğunda hissettiriyor. tam da bu sebeple şu an var olana sarılmak lazım. iyi veya kötü, fark etmiyor. dedim ya, karşıtlıklar.varlığımız çok değerli, geçmişte kendi varlığını sonlandırmayı denemiş biri olarak söylüyorum bunu. değerli çünkü kısıtlı. var olduğumuzdan çok daha uzun bir süre yok olacağız, yani pek de anlamlı bir olgu değil aslında. biraz varoluşçu-nihilist görüşleri birbiriyle karıştıracağım ama olsun. anlamsız olan her şey bizi özgür kılıyor, kendi anlamlarımızı yüklüyoruz çünkü. bu büyük bir şans, bir o kadar da değerli bir özgürlük. bu yüzden an, yani var olduğumuz o kısacık saniye önemli. geçmişi de geleceği yaşamıyoruz ""anda"". en yalın ve en gerçek halimizle var oluyoruz. değerini bilmek gerek. neyse.3 yıl sonra böyle bir entry gireceğim aklıma bile gelmezdi. devinimler işte, eylemler bir de. devinimsel eylemler.ihtiyacınız oldukça yazabilirsiniz diyeceğim son olarak. konuşmak önemli bu devinimi korumak için. dikkat edin kendinize."
depresyon,bugün ağır depresyonda olduğumu idrak edebildim sonunda. şu işten biraz bir şey anladıysam farkındalık daha yumuşak bir süreç sağlıyor. ama ne bu durumdan çıkmak için en ufak gücüm kaldı ne de iyiye giden bir şey. duvara çarpana kadar yokuş aşağı frensiz inen bir kamyon gibi bu şey. sanırım frene bassam duracak ama basacak ne dermanım ne isteğim var. farkında olunca da böyle oluyormuş sanırım.çok direndim bu noktaya gelmemek için de sanırım her geçen gün sönüyor içindeki bir mum daha insanın. güçlü kalamadim içimde yanan tüm mumlara üflenip alkış yapılınca. yaş ilerledikçe pastada mumlar artarken içindeki ışık solduruluyor insanın.kendimin bu enerjisiz ve sönük halinden nefret ettikçe de kısır döngü. yalnız yanıp tükenmeden dirilemeyeceğim sanırım.
depresyon,"çok farklı şekillerde yaşanan bir hastalık. en küçüğünü yaşayan da en büyüğünü yaşayan da hiçbir şeyin kendisine yardım edeceğine inanmıyor. bu benzerlik dışında, neredeyse her bünyedeki etkisi farklı.depresyonun en tehlikeli türü sebepsiz olanıdır. hoş, depredyondaki kişi zaten depresyonda olma sebebini genelde bilmez. ama sizin depresyonunuzun sebepli mi sebepsiz mi olduğunu anlayabilirsiniz. eğer birileriyle konuşmak, bir aktiviteyi yapmak, bir şeyler okumak veya sadece sizi dinleyip anlayan birine kendinizi açmak sizi rahatlatıyorsa(şuana kadar rastladığım insanların yüzde doksanı, kendini dinleyip anlayan bir arkadaş/sevgili bulduğunda ruhsal bir rahatlama hissettiğini farketti) depresyonunuz sebeplidir ve sebep ortadan kalkınca, şuan hissettiğiniz bu berbat hisler de ortadan kalkacak. tek yapmanız gereken şey, size iyi gelen bir aktivite bulmak. bunun için de yeni şeyler denemekten geri durmamalısınız. depresyonda olduğunuz için yeni şeyler denemek, yeni insanlar tanımak size zor gelecek. ama bunun ilaç içmek gibi olduğunu düşünürseniz, zorlansanız da bir süre sonra hoşunuza gidecek bir aktivite bulabilirsiniz. her şeyi denedim ama yok. bulamıyorum diyorsanız sebepsiz depresyon grubundasınız.sebepsiz depresyon grubu. bu kişiler, depresyonda olmaya bağımlıdırlar. hiçbir şeyin kendilerine ulaşmasına izin vermezler. depresyonlarını hiçbir şeyin bozmasına müsade etmezler. hiçbir aktivite, içinde oldukları depresyon haline fayda vermez. işte bu grup ilginçtir. haklarında kurabildiğim tek ve bence gayet sağlam teori; kendilerinden nefret etmeleri. kendilerini güzel olan hiçbir şeye layık görmediklerinden depresyondan başka bir şey hak etmediklerine inanmaları. haklarında yeterince veri toplayamadım çünkü yanlarına yaklaşmama izin vermiyorlar. ama gözlemlediğim kadarıyla, eğer yeterince sabırlı olup, bu kişilere değerli olduklarını hissettirirseniz onları depresyon komasından uyandırabilirsiniz. bu teoriyi denemek istiyorum ama bu kişiler gerçekten büyük bir sabır istiyor. henüz bu kadar sabırlı değilim ama meraklıyım. belki merakım, sabrımı kuvvetlendirir ve teorimi deneyebilirim."
depresyon,"depresyon ne yahu, depresyonun neyine özenip de giriyorsunuz."
depresyon,"türkiye de 3 milyon, dünya da 314 milyon kişinin tedavi gördüğü rahatsızlık."
depresyon,ülkemizde yaşayan %95' in başında olan illet
depresyon,geçen ay psikiyatri koyduğu teşhis bunun için bir ilaç verdi. onu içiyorum. bunun dışında depresyon çıkma vb gibi konulara arada bakıyorum. dert ettiğim şeyler yerine yeni moral verici ufak şeyler yapmaya çalışıyorum(bkz: mmpi) testi yapıldı sonuç bilmiyorum ikinci görüşmede buna bakacaklarmışumarım bu zor günler geçer gider...
depresyon,"ölmek baldan tatlı gelir biliyorum, ölmeyin geçiyor, o zaman balı kaymakla yiyorsunuz, yoksa nah size kaymak."
depresyon,sadece uyumak istiyorum uyanınca tekrar uyumak sonra tekrar sonra tekrar.. aralarda da ağlamak..
depresyon,"zaten geçen dönem çok yoğundum dur biraz da tembellik yapayım diye başlayıp içine girdiğim ruh hali (psikiyatrist ve psikoloji kitaplarından edindiğim bilgilere göre). başta tembellik gibi başlayıp içinize sızan ""ulan ben ne ara bu kadar uyur oldum ?"" dedirten ve hayatınızı en önemlisi mutluluğunuzu derinden etkileyen değişik bi abimiz kendisi. savaşmaya devam ediyorum, 2 ileri 1 geri misali. kendinizi kandırmadan savaşmak en doğru çözüm gibi, en azından bende böyle.."
depresyon,"karantina başladığında belirli aralıklarla yokluyor beni. önce uyku problemleriyle başlıyor, sonra da bütün gün gelen sıkılma hissiyle takip ediyor, ardından da yalnızlık, kendinden ve hayattan nefret etme hissiyle devam ediyor. şu amk karantinasi bitseydi de en azından bir yerde sıkışıp kalmasaydım."
depresyon,nasıl girdiğin önemli değil önemli olan nasıl çıktığın bence. nasıl çıktınız depresyondan sayın seyirciler.
